vessel,Category,subcategory,length,beam,GT,DWT,year_built
LARS MAERSK,Container Ship,Container Ship,267,37,50624,62994,2004
MSC CLAUDIA,Container Ship,Container Ship,292,32,50538,59283,1989
MADRID,Container Ship,Container Ship,292,32,50538,59285,1989
MSC ANTWERP,Container Ship,Container Ship,288,32,50501,59567,1993
MAERSK KANSAS,Container Ship,Container Ship,292,32,50442,61447,2007
MAERSK TENNESSEE,Container Ship,Container Ship,292,32,50442,61433,2007
PATAI,Container Ship,Container Ship,292,32,50350,59283,1993
REPTON,Container Ship,Container Ship,292,32,50350,59283,1994
WAN HAI 507,Container Ship,Container Ship,269,32,42894,52146,2007
CMA CGM SANTOS,Container Ship,Container Ship,228,37,42814,51931,2013
MATE,Container Ship,Container Ship,228,37,42814,51939,2013
MOL DISCOVERY,Container Ship,Container Ship,253,32,42812,40499,1991
LOTUS,Container Ship,Container Ship,253,32,42809,46560,1988
MAERSK GLACIER,Container Ship,Container Ship,200,36,42799,49965,2023
MAERSK REDWOOD,Container Ship,Container Ship,200,36,42799,49974,2024
MAERSK ACADIA,Container Ship,Container Ship,200,36,42799,49953,2022
MAERSK EVERGLADES,Container Ship,Container Ship,200,36,42799,50019,2023
MAERSK BISCAYNE,Container Ship,Container Ship,200,36,42799,50013,2023
MAERSK OLYMPIC,Container Ship,Container Ship,200,36,42799,49969,2023
MAERSK MAMMOTH,Container Ship,Container Ship,200,36,42799,50038,2023
YM ETERNITY,Container Ship,Container Ship,269,32,42741,52773,2009
MATSON KAUAI,Container Ship,Container Ship,269,32,42741,52773,2008
SPIL KARTINI,Container Ship,Container Ship,269,32,42741,51870,2008
YM EFFICIENCY,Container Ship,Container Ship,269,32,42741,52773,2009
SPIL KARTIKA,Container Ship,Container Ship,268,32,42730,52773,2008
ESL ASANTE,Container Ship,Container Ship,228,37,42690,51759,2013
OSAKA,Container Ship,Container Ship,228,37,42690,51733,2013
FORT DESAIX,Container Ship,Container Ship,269,32,42609,52788,2010
CMA CGM AFRICA ONE,Container Ship,Container Ship,228,37,40827,51634,2010
MSC BERN V,Container Ship,Container Ship,261,32,40807,55301,2008
MSC BASEL V,Container Ship,Container Ship,261,32,40807,55301,2008
MSC ANNICK,Container Ship,Container Ship,261,32,40792,52329,1998
NAVIOS BAHAMAS,Container Ship,Container Ship,259,32,40741,52173,2010
ZIM BALTIMORE,Container Ship,Container Ship,259,32,40741,52360,2010
CARMEL I,Container Ship,Container Ship,259,32,40741,52382,2010
SM QINGDAO,Container Ship,Container Ship,259,32,40741,52316,2010
MSC REGINA,Container Ship,Container Ship,260,32,40631,56880,1999
MSC GINA,Container Ship,Container Ship,260,32,40631,56904,1999
MSC ANIELLO,Container Ship,Container Ship,260,32,40631,56903,2000
MSC DIEGO,Container Ship,Container Ship,260,32,40631,56889,1999
MSC DONATA,Container Ship,Container Ship,258,32,40626,52806,2002
ONE,Container Ship,Container Ship,239,31,40594,30866,1975
NERO,Container Ship,Container Ship,239,30,40594,30866,1976
AITOLIKOS,Container Ship,Container Ship,260,32,40560,52408,2009
KASSIAKOS,Container Ship,Container Ship,259,32,40560,52513,2009
CMA CGM TOPAZ,Container Ship,Container Ship,260,32,40560,52366,2009
ARGOLIKOS,Container Ship,Container Ship,259,32,40560,52513,2008
IONIKOS,Container Ship,Container Ship,260,32,40560,52427,2009
MAERSK BULAN,Container Ship,Container Ship,224,32,35835,43177,2008
MAERSK BINTAN,Container Ship,Container Ship,224,32,35835,43097,2008
MAERSK BALI,Container Ship,Container Ship,224,32,35835,43206,2008
MAERSK BUTON,Container Ship,Container Ship,224,32,35835,43123,2008
MAERSK BATAM,Container Ship,Container Ship,224,32,35835,43133,2008
MSC LILOU III,Container Ship,Container Ship,220,32,35824,41850,2007
EM KEA,Container Ship,Container Ship,220,32,35824,42166,2007
PHALIA,Container Ship,Container Ship,220,32,35824,42090,2003
CS DISCOVERY,Container Ship,Container Ship,220,32,35824,42089,2001
INDEPENDENT HORIZON,Container Ship,Container Ship,220,32,35824,42213,2008
MSC HELENA III,Container Ship,Container Ship,220,32,35824,41850,2003
RINA S,Container Ship,Container Ship,220,32,35824,42211,2001
ANKE,Container Ship,Container Ship,220,32,35824,42200,2002
MAERSK BATUR,Container Ship,Container Ship,223,32,35819,43273,2009
MAERSK BOGOR,Container Ship,Container Ship,223,32,35819,43177,2009
MAERSK BENGUELA,Container Ship,Container Ship,223,32,35819,43083,2009
MAERSK BAYETE,Container Ship,Container Ship,223,32,35819,43197,2009
ORO,Container Ship,Container Ship,200,32,35786,33171,1981
VANCOUVER,Container Ship,Container Ship,241,32,35745,44764,1990
NEW JERSEY TRADER,Container Ship,Container Ship,213,32,35708,41636,2011
BUXFAVOURITE,Container Ship,Container Ship,208,30,25713,34083,1997
OVP ARIES,Container Ship,Container Ship,208,30,25713,33995,1998
ENDURA,Container Ship,Container Ship,208,30,25713,33838,2001
MSC RADIANT III,Container Ship,Container Ship,208,30,25713,33836,2001
ALIANCA MANAUS,Container Ship,Container Ship,208,30,25709,33925,2004
MAERSK CAP CARMEL,Container Ship,Container Ship,208,30,25709,33890,2003
SPIL NIKEN,Container Ship,Container Ship,208,30,25709,33891,2003
SPIL NINGSIH,Container Ship,Container Ship,208,30,25709,33891,2003
JAN RITSCHER,Container Ship,Container Ship,208,30,25705,33843,1999
ELAFONISOS,Container Ship,Container Ship,208,30,25705,33843,1999
MSC DAVAO III,Container Ship,Container Ship,208,30,25703,33691,2002
ZHUCHENGXINZHOU,Container Ship,Container Ship,208,30,25703,33670,2002
MSC ALIZEE III,Container Ship,Container Ship,208,30,25703,33795,2002
CALLIOPE,Container Ship,Container Ship,208,30,25703,33748,2002
MSC ANA CAMILA III,Container Ship,Container Ship,208,30,25703,33716,2003
ARTOTINA,Container Ship,Container Ship,208,30,25703,33987,2001
MSC HAILEY ANN III,Container Ship,Container Ship,208,30,25703,33673,2003
HONWELL,Container Ship,Container Ship,208,30,25703,33715,2001
MERATUS JAYAKARTA,Container Ship,Container Ship,207,30,25674,33594,2005
MERATUS JAYAWIJAYA,Container Ship,Container Ship,207,30,25674,33651,2005
TAURUS 1,Container Ship,Container Ship,194,25,23722,29260,1998
EGA,Container Ship,Container Ship,194,28,23722,29098,2001
ANDREW II,Container Ship,Container Ship,194,28,23722,29229,1998
MSC UMA,Container Ship,Container Ship,194,28,23722,29233,1998
MSC TIA II,Container Ship,Container Ship,194,28,23722,29266,1999
ARI,Container Ship,Container Ship,194,28,23722,29266,2001
BONAVIA,Container Ship,Container Ship,188,30,23691,30743,1995
MSC NILA II,Container Ship,Container Ship,188,30,23652,30369,2001
LOBIVIA,Container Ship,Container Ship,188,30,23652,30375,2001
AS ALVA,Container Ship,Container Ship,191,28,23633,27209,2008
TSS PEARL,Container Ship,Container Ship,191,29,23633,27155,2008
ATLANTIC IBIS,Container Ship,Container Ship,191,28,23633,27130,2008
MED STAR,Container Ship,Container Ship,191,29,23633,27244,2007
MSC MILA 3,Container Ship,Container Ship,187,30,23540,30600,1995
MSC HINA,Container Ship,Container Ship,187,30,23540,30328,1994
SHIBA,Container Ship,Container Ship,187,30,23289,30239,2010
DAISY,Container Ship,Container Ship,187,30,23289,29870,2012
SHAMIM,Container Ship,Container Ship,187,30,23285,30145,2004
KASHAN,Container Ship,Container Ship,187,30,23285,29870,2016
CMA CGM BALBOA,Container Ship,Container Ship,186,28,22914,28202,2007
OOCL VALENCIA,Container Ship,Container Ship,399,61,235341,215000,2024
OOCL FELIXSTOWE,Container Ship,Container Ship,399,61,235341,224861,2023
ONE INGENUITY,Container Ship,Container Ship,399,61,235311,224986,2023
ONE INFINITY,Container Ship,Container Ship,399,61,235311,225219,2023
ONE INSPIRATION,Container Ship,Container Ship,400,61,235311,224983,2023
ONE INTEGRITY,Container Ship,Container Ship,399,61,235311,225219,2023
ONE INNOVATION,Container Ship,Container Ship,400,61,235311,225405,2023
ONE INTELLIGENCE,Container Ship,Container Ship,399,61,235311,224986,2023
MSC FEBE,Container Ship,Container Ship,400,62,232618,254042,2019
MSC SAMAR,Container Ship,Container Ship,400,62,232618,254042,2019
MSC LENI,Container Ship,Container Ship,400,62,232618,254042,2019
MSC MIA,Container Ship,Container Ship,400,62,232618,254042,2019
MSC AMBRA,Container Ship,Container Ship,400,62,232618,254042,2020
MSC GULSUN,Container Ship,Container Ship,400,62,232618,254042,2019
HMM STOCKHOLM,Container Ship,Container Ship,400,62,232311,229039,2020
HMM SOUTHAMPTON,Container Ship,Container Ship,400,62,232311,229039,2020
HMM OSLO,Container Ship,Container Ship,400,62,232311,229039,2020
HMM ROTTERDAM,Container Ship,Container Ship,400,62,232311,229039,2020
HMM ST PETERSBURG,Container Ship,Container Ship,400,62,232311,229039,2020
BUSAN EXPRESS,Container Ship,Container Ship,400,61,229376,224999,2024
MSC NEW YORK,Container Ship,Container Ship,399,54,176490,186766,2014
CMA CGM JULES VERNE,Container Ship,Container Ship,396,54,176435,186470,2013
ANTONIA MAERSK,Container Ship,Container Ship,351,54,172093,190567,2024
ASTRID MAERSK,Container Ship,Container Ship,349,54,172093,190567,2024
ANE MAERSK,Container Ship,Container Ship,349,54,172093,190567,2024
ESTELLE MAERSK,Container Ship,Container Ship,398,56,171542,174239,2006
ELEONORA MAERSK,Container Ship,Container Ship,399,56,171542,174239,2007
EVELYN MAERSK,Container Ship,Container Ship,398,56,171542,174239,2007
EUGEN MAERSK,Container Ship,Container Ship,399,56,171542,174239,2008
EBBA MAERSK,Container Ship,Container Ship,398,56,171542,174239,2007
EMMA MAERSK,Container Ship,Container Ship,398,56,171542,174239,2006
ELLY MAERSK,Container Ship,Container Ship,399,56,171542,174239,2007
EDITH MAERSK,Container Ship,Container Ship,398,56,171542,174239,2007
APL VANDA,Container Ship,Container Ship,398,51,169423,176754,2013
APL CHANGI,Container Ship,Container Ship,398,51,169423,176774,2013
APL TEMASEK,Container Ship,Container Ship,398,51,169423,176515,2013
APL RAFFLES,Container Ship,Container Ship,398,51,169423,176752,2013
APL SINGAPURA,Container Ship,Container Ship,398,51,169423,176634,2013
APL LION CITY,Container Ship,Container Ship,398,51,169423,176818,2013
AL DHAIL,Container Ship,Container Ship,368,51,153148,149360,2016
SALAHUDDIN,Container Ship,Container Ship,369,51,153148,149360,2015
AL NASRIYAH,Container Ship,Container Ship,369,51,153148,149360,2015
LINAH,Container Ship,Container Ship,369,51,153148,149360,2015
MSC VALERIA,Container Ship,Container Ship,366,51,153115,190734,2012
MSC CLORINDA,Container Ship,Container Ship,366,51,153115,165959,2012
MSC SAVONA,Container Ship,Container Ship,366,51,153115,165887,2010
MSC TERESA,Container Ship,Container Ship,366,51,153115,166101,2011
MSC RAVENNA,Container Ship,Container Ship,366,51,153115,165963,2011
MSC ALEXANDRA,Container Ship,Container Ship,366,51,153115,190734,2010
MSC ROSA M,Container Ship,Container Ship,366,51,153115,165991,2010
MSC DEILA,Container Ship,Container Ship,366,51,153115,166093,2012
MSC BARI,Container Ship,Container Ship,366,51,153115,165905,2011
MSC TARANTO,Container Ship,Container Ship,366,51,153115,166085,2011
MSC PALOMA,Container Ship,Container Ship,365,51,153092,189901,2010
MSC DANIT,Container Ship,Container Ship,366,51,153092,165517,2009
MSC SONIA,Container Ship,Container Ship,366,51,153092,190343,2010
MSC MELATILDE,Container Ship,Container Ship,366,51,153092,190343,2010
MSC CAMILLE,Container Ship,Container Ship,366,51,153092,189249,2009
TEXAS TRIUMPH,Container Ship,Container Ship,366,51,153014,146116,2017
MSC ARIES,Container Ship,Container Ship,366,51,149525,158097,2020
MSC ORION,Container Ship,Container Ship,366,51,149525,158097,2020
ZEAL LUMOS,Container Ship,Container Ship,366,48,149525,158097,2021
MSC VIRGO,Container Ship,Container Ship,366,48,149525,158097,2020
ZEUS LUMOS,Container Ship,Container Ship,366,48,149525,158097,2021
LOS ANGELES EXPRESS,Container Ship,Container Ship,368,51,149475,152343,2014
NORFOLK EXPRESS,Container Ship,Container Ship,368,51,149475,157794,2013
SAVANNAH EXPRESS,Container Ship,Container Ship,368,51,149475,157794,2013
BALTIMORE EXPRESS,Container Ship,Container Ship,368,51,149475,152344,2014
CMA CGM BRAZIL,Container Ship,Container Ship,366,51,149314,157076,2020
CMA CGM ARGENTINA,Container Ship,Container Ship,366,51,149314,157076,2019
CMA CGM MEXICO,Container Ship,Container Ship,366,51,149314,157076,2019
CMA CGM PANAMA,Container Ship,Container Ship,366,51,149314,157076,2019
CMA CGM CHILE,Container Ship,Container Ship,366,51,149314,157076,2019
TALOS,Container Ship,Container Ship,369,51,149210,153802,2016
TITAN,Container Ship,Container Ship,369,51,149210,153708,2016
THESEUS,Container Ship,Container Ship,369,51,149210,153594,2016
TRITON,Container Ship,Container Ship,369,51,149210,153520,2016
TAURUS,Container Ship,Container Ship,369,51,149210,153593,2016
CHARLESTON EXPRESS,Container Ship,Container Ship,368,51,148667,152343,2014
COSCO EXCELLENCE,Container Ship,Container Ship,366,48,141823,140146,2012
COSCO HOPE,Container Ship,Container Ship,366,48,141823,140241,2012
COSCO DEVELOPMENT,Container Ship,Container Ship,366,48,141823,140609,2011
COSCO FAITH,Container Ship,Container Ship,366,48,141823,140599,2012
OOCL BRUSSELS,Container Ship,Container Ship,366,48,141795,144150,2013
OOCL FRANCE,Container Ship,Container Ship,366,48,141795,144044,2013
OOCL BANGKOK,Container Ship,Container Ship,366,48,141795,144043,2013
OOCL MALAYSIA,Container Ship,Container Ship,366,48,141795,144162,2013
KOTA PRIMROSE,Container Ship,Container Ship,366,48,141770,141574,2012
KOTA PEONY,Container Ship,Container Ship,367,48,141770,141550,2012
HYUNDAI SMART,Container Ship,Container Ship,367,48,141770,141458,2012
MAERSK ESMERALDAS,Container Ship,Container Ship,366,48,141754,140973,2013
MAERSK ENSENADA,Container Ship,Container Ship,366,48,141754,147340,2013
MSC PERLE,Container Ship,Container Ship,366,48,141754,155249,2013
MSC RUBY,Container Ship,Container Ship,366,48,141754,155249,2013
MSC TOPAZ,Container Ship,Container Ship,366,48,141754,155249,2012
MAERSK EINDHOVEN,Container Ship,Container Ship,366,48,141716,148723,2010
MAERSK EDMONTON,Container Ship,Container Ship,366,48,141716,148723,2011
MAERSK ESSEN,Container Ship,Container Ship,366,48,141716,148723,2010
MAERSK ESSEX,Container Ship,Container Ship,366,48,141716,148723,2011
WAN HAI A07,Container Ship,Container Ship,335,51,122045,144572,2022
WAN HAI A09,Container Ship,Container Ship,335,51,122045,144572,2023
WAN HAI A15,Container Ship,Container Ship,335,51,122045,138000,2024
WAN HAI A10,Container Ship,Container Ship,335,51,122045,144572,2023
WAN HAI A08,Container Ship,Container Ship,335,51,122045,144571,2022
WAN HAI A11,Container Ship,Container Ship,335,51,122045,144572,2023
CAP SAN MALEAS,Container Ship,Container Ship,333,48,119441,131095,2014
CAP SAN SOUNIO,Container Ship,Container Ship,333,48,119441,131095,2014
CAP SAN ARTEMISSIO,Container Ship,Container Ship,333,48,119441,131095,2014
CAP SAN TAINARO,Container Ship,Container Ship,333,48,119441,131095,2014
SANTOS EXPRESS,Container Ship,Container Ship,333,48,118945,123490,2017
CARTAGENA EXPRESS,Container Ship,Container Ship,333,48,118945,123587,2017
VALPARAISO EXPRESS,Container Ship,Container Ship,333,48,118945,123587,2016
CALLAO EXPRESS,Container Ship,Container Ship,333,48,118945,123587,2016
GUAYAQUIL EXPRESS,Container Ship,Container Ship,333,48,118945,123587,2017
SAN NICOLAS MAERSK,Container Ship,Container Ship,333,48,118938,124458,2013
SAN MARCO MAERSK,Container Ship,Container Ship,333,48,118938,124453,2013
SAN LORENZO MAERSK,Container Ship,Container Ship,333,48,118938,124458,2013
SAN RAPHAEL MAERSK,Container Ship,Container Ship,333,48,118938,124458,2014
SAN ANTONIO MAERSK,Container Ship,Container Ship,333,48,118938,124458,2014
COSCO AMERICA,Container Ship,Container Ship,349,46,114394,109950,2008
COSCO EUROPE,Container Ship,Container Ship,349,46,114394,109968,2008
KOTA PAHLAWAN,Container Ship,Container Ship,330,48,114380,132647,2017
KOTA PELANGI,Container Ship,Container Ship,330,48,114380,132623,2018
KOTA PUSAKA,Container Ship,Container Ship,330,48,114183,132664,2019
KOTA PURI,Container Ship,Container Ship,330,48,114183,132586,2019
ROTTERDAM,Container Ship,Container Ship,349,46,114044,116499,2010
MAERSK YUKON,Container Ship,Container Ship,349,46,114044,116440,2009
ZIM ANTWERP,Container Ship,Container Ship,349,46,114044,116294,2009
TIANJIN,Container Ship,Container Ship,349,46,114044,116440,2010
HMM PROMISE,Container Ship,Container Ship,330,48,114023,134869,2018
HMM BLESSING,Container Ship,Container Ship,330,48,114023,134869,2018
SEASPAN OSPREY,Container Ship,Container Ship,330,48,113976,132672,2017
PARANAGUA EXPRESS,Container Ship,Container Ship,330,48,113976,132791,2017
EXPRESS ROME,Container Ship,Container Ship,349,46,113973,122961,2011
EXPRESS ATHENS,Container Ship,Container Ship,349,49,113973,122959,2011
EXPRESS BERLIN,Container Ship,Container Ship,349,46,113973,122962,2011
SEASPAN FALCON,Container Ship,Container Ship,330,48,113828,132712,2018
NAVEGANTES EXPRESS,Container Ship,Container Ship,330,48,113828,132678,2018
SALVADOR EXPRESS,Container Ship,Container Ship,330,48,113828,132736,2018
CSCL LONG BEACH,Container Ship,Container Ship,337,46,108069,111737,2007
CMA CGM FIDELIO,Container Ship,Container Ship,349,43,107898,113964,2006
ZIM HONG KONG,Container Ship,Container Ship,337,46,107849,110860,2005
MSC LISBON,Container Ship,Container Ship,337,46,107849,132035,2007
MSC ROMA,Container Ship,Container Ship,337,46,107849,110633,2006
MSC PINA,Container Ship,Container Ship,337,46,107849,117236,2007
MSC MARIA ELENA,Container Ship,Container Ship,337,46,107849,132035,2006
ZIM NEWARK,Container Ship,Container Ship,337,46,107849,109835,2005
CMA CGM NORMA,Container Ship,Container Ship,349,43,107711,113909,2006
CMA CGM RIGOLETTO,Container Ship,Container Ship,349,43,107711,114004,2006
CMA CGM MEDEA,Container Ship,Container Ship,349,43,107711,113964,2006
MSC MADELEINE,Container Ship,Container Ship,348,43,107551,120847,2006
MSC INES,Container Ship,Container Ship,348,43,107551,120847,2006
SEASPAN ADONIS,Container Ship,Container Ship,332,45,106154,95238,2010
ONE ALTAIR,Container Ship,Container Ship,332,45,105644,95660,2010
ONE ARCADIA,Container Ship,Container Ship,332,45,105644,95660,2011
MSC AVNI,Container Ship,Container Ship,314,49,103515,119159,2017
MSC GAYANE,Container Ship,Container Ship,314,48,103515,119159,2018
CMA CGM CONGO,Container Ship,Container Ship,300,48,102931,115682,2015
CMA CGM MISSISSIPPI,Container Ship,Container Ship,300,48,102931,115657,2015
GUNVOR MAERSK,Container Ship,Container Ship,367,43,98648,115700,2005
NYK VENUS,Container Ship,Container Ship,338,46,97825,103207,2007
NYK VIRGO,Container Ship,Container Ship,338,46,97825,103284,2007
